LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
7301,7,5,2003,2003,500.0,0,0,495,1922,3,7,2,672,198500
1680,6,8,1972,2007,510.0,162,483,483,987,1,5,1,264,118000
18800,6,5,1976,1976,120.0,712,796,790,1574,2,6,2,566,190000
10690,5,7,1920,1997,0.0,456,672,672,1344,1,6,1,468,147000
9500,6,5,1963,1963,247.0,609,1394,1394,1394,1,6,2,514,159000
9150,6,5,1962,1962,305.0,371,1099,1431,1431,1,6,1,296,165000
7800,5,6,1954,1954,200.0,540,1268,1268,1268,1,7,1,244,132000
9830,5,7,1959,2006,0.0,72,1063,1287,1287,1,7,2,576,162000
8121,6,5,2000,2000,0.0,0,953,953,1664,2,7,2,460,172400
17120,4,4,1959,1959,0.0,0,0,1120,1588,2,7,2,680,134432
7175,6,5,1984,1984,0.0,623,744,752,752,1,4,1,264,125000
10634,5,6,1953,1953,0.0,428,608,1319,1319,1,5,1,270,123000
8200,7,5,2003,2004,0.0,0,847,847,1928,2,8,2,434,219500
10020,1,1,1922,1950,0.0,350,683,904,904,0,4,0,0,61000
8846,5,5,1996,1996,0.0,298,870,914,914,1,5,2,576,148000
11143,8,5,2004,2005,0.0,0,1580,1580,2466,3,8,2,610,340000
11394,9,2,2010,2010,350.0,1445,1856,1856,1856,1,8,3,834,394432
8123,6,5,2000,2000,16.0,0,982,1007,1800,2,7,2,463,179000
5000,5,6,1924,1950,0.0,218,1026,1026,1691,2,6,1,308,127000
7200,7,5,2006,2006,0.0,0,1293,1301,1301,2,5,2,572,187750
9245,7,5,2006,2006,0.0,0,939,939,1797,2,8,2,639,213500
9000,6,3,1928,1950,0.0,0,784,784,784,1,5,2,360,76000
53107,6,5,1992,1992,0.0,985,1580,1079,1953,2,9,2,501,240000
3182,8,5,2004,2005,16.0,24,1256,1269,1269,2,6,2,430,192000
8410,5,3,1910,1996,0.0,0,658,658,1184,1,8,0,0,81000
7200,6,6,1976,1976,255.0,631,1041,1125,1125,1,6,1,352,125000
9382,7,5,1999,2000,125.0,0,1468,1479,1479,2,6,2,577,191000
12474,10,5,2007,2008,272.0,1280,1682,1742,2332,2,9,3,846,426000
8405,5,8,1900,1950,0.0,241,861,961,1367,1,7,1,384,119000
12209,6,5,2001,2002,0.0,690,804,804,1961,2,7,2,560,215000
8339,5,7,1959,1959,0.0,0,0,882,882,1,5,1,294,106500
7446,4,5,1941,1950,0.0,266,788,788,788,1,4,0,0,100000
10134,5,6,1940,1950,0.0,0,735,735,1034,1,5,1,240,109000
9571,5,6,1956,1956,0.0,739,1144,1144,1144,1,6,1,596,129000
7200,5,5,1972,1972,0.0,777,894,894,894,1,6,2,600,123000
7590,5,5,1962,1962,288.0,540,864,876,1812,2,8,1,264,169500
8967,5,2,1920,1950,0.0,0,961,1077,1077,1,6,1,338,67000
8125,7,5,2006,2007,100.0,812,1092,1112,1550,2,7,2,438,241000
14963,8,5,1996,1996,0.0,786,1260,1288,1288,1,4,2,500,245500
8767,7,5,2005,2005,0.0,24,1310,1310,1310,2,6,2,400,164990
10200,5,8,1940,1997,0.0,0,672,672,672,1,4,1,240,108000
12090,8,5,1998,1998,650.0,0,1141,1165,2263,2,10,2,420,258000
10364,6,5,1995,1996,0.0,0,806,806,1572,2,7,2,373,168000
9991,4,4,1976,1993,0.0,1116,1281,1620,1620,2,8,2,490,150000
10480,6,5,1936,1950,0.0,0,1064,1166,1639,1,6,1,240,115000
15576,6,7,1915,1976,0.0,0,840,840,1680,2,8,1,308,177000
14154,7,5,2006,2006,350.0,0,1063,1071,2172,2,9,3,947,280000
10800,8,5,2007,2008,100.0,789,1034,1050,2078,2,8,3,836,339750
9571,5,3,1958,1958,0.0,0,1276,1276,1276,1,5,1,350,60000
34650,5,5,1955,1955,0.0,1056,1056,1056,1056,1,5,2,572,145000
4403,7,5,2009,2009,432.0,578,1470,1478,1478,2,7,2,484,222000
8960,5,6,1927,1950,0.0,0,1008,1028,1028,1,5,2,360,115000
11228,7,5,1993,1993,0.0,50,1080,1080,2097,2,9,3,678,228000
8899,7,5,2007,2007,0.0,24,1340,1340,1340,2,6,2,396,181134
7844,6,7,1978,1978,203.0,209,672,672,1400,1,6,2,440,149500
22420,6,6,1918,1950,0.0,1128,1370,1370,2624,2,10,3,864,239000
8160,5,6,1940,1950,0.0,312,756,756,1134,1,7,1,240,126000
8450,5,6,1968,1968,0.0,775,1056,1056,1056,1,6,1,304,142000
7060,7,5,1997,1998,200.0,1309,1344,1344,1344,2,8,4,784,206300
16635,6,7,1977,2000,126.0,1246,1602,1602,1602,2,8,2,529,215000
21750,5,5,1954,1954,0.0,0,988,988,988,1,4,2,520,113000
9200,8,5,1998,1998,473.0,986,1470,1470,2630,2,8,3,696,315000
9000,6,5,1956,1956,74.0,616,1196,1196,1196,1,6,1,297,139000
3378,7,8,1946,1992,0.0,0,651,707,1389,1,6,1,240,135000
12800,7,5,1989,1989,145.0,1518,1518,1644,1644,2,5,2,569,275000
8593,4,6,1957,1957,0.0,288,907,907,907,1,5,1,352,109008
6762,7,5,2007,2007,108.0,664,1208,1208,1208,2,6,2,628,195400
11457,6,5,1988,1988,0.0,1005,1392,1412,1412,2,6,2,576,175000
1680,6,5,1971,1971,232.0,387,483,483,987,1,4,1,264,85400
5586,6,7,1920,1998,0.0,0,901,1088,1198,1,7,0,0,79900
1920,5,5,1971,1971,376.0,471,765,765,1365,1,6,2,440,122500
10839,6,5,1997,1998,0.0,0,926,926,1604,2,7,2,470,181000
1890,4,7,1972,1972,0.0,495,630,630,630,1,3,0,0,81000
10667,7,6,1996,1996,0.0,385,799,827,1661,2,6,2,550,212000
4400,6,8,1920,1950,0.0,0,648,734,1118,1,6,2,440,116000
6000,6,7,1926,2004,0.0,0,884,904,904,1,4,1,180,119000
4280,5,6,1913,2002,0.0,365,440,694,694,1,4,1,352,90350
12354,6,8,1920,2000,0.0,0,684,684,1196,1,7,2,528,110000
15431,10,5,2008,2008,200.0,1767,3094,2402,2402,2,10,3,672,555000
12108,4,4,1955,1955,270.0,133,1440,1440,1440,2,8,0,0,118000
6240,5,7,1930,1992,0.0,0,1078,1128,1573,2,8,2,360,162900
3922,7,5,2006,2007,72.0,0,1258,1258,1258,2,6,3,648,172500
8750,7,5,1994,1995,0.0,642,915,933,1908,2,8,2,493,210000
9855,6,5,1956,1956,0.0,0,1436,1689,1689,1,7,2,480,127500
16492,6,6,1966,2002,0.0,247,1517,1888,1888,2,6,2,578,190000
11214,7,5,1998,1999,0.0,0,930,956,1886,2,10,2,431,199900
8600,6,6,1937,1950,0.0,0,780,780,1376,2,7,1,198,119500
6000,3,7,1948,2002,0.0,331,649,679,1183,1,6,1,308,120000
5684,6,8,1930,2005,0.0,0,813,813,813,1,5,1,270,110000
70761,7,5,1975,1975,0.0,655,1533,1533,1533,2,5,2,576,280000
9303,6,5,1996,1997,42.0,742,872,888,1756,2,7,2,422,204000
9000,8,5,2008,2008,0.0,0,768,786,1590,2,6,2,676,210000
9297,5,5,1976,1976,0.0,1606,1728,1728,1728,2,8,2,560,188000
9600,7,6,1973,1973,320.0,916,1242,1242,1242,1,6,2,528,175500
4571,5,5,1916,1950,0.0,0,624,624,1344,1,7,3,513,98000
53227,4,6,1954,1994,0.0,1116,1364,1663,1663,1,6,2,529,256000
5100,8,7,1925,1996,0.0,0,588,833,1666,1,7,1,228,161000
7015,5,4,1950,1950,161.0,185,709,979,1203,1,5,1,352,110000
8004,8,5,2009,2009,110.0,544,832,832,1935,2,8,2,552,263435
7200,7,9,1936,2007,0.0,350,560,575,1135,1,6,2,576,155000
8281,5,5,1965,1965,0.0,553,864,864,864,1,5,1,360,62383
11988,6,7,1934,1995,0.0,326,715,849,1660,1,6,1,240,188700
8430,5,5,1978,1978,136.0,616,1040,1040,1040,2,5,0,0,124000
3072,7,5,2004,2004,18.0,0,1375,1414,1414,2,6,2,398,178740
10628,7,5,1970,1970,0.0,778,1277,1277,1277,1,5,2,526,167000
9480,5,7,1942,1995,224.0,386,728,888,1644,1,7,1,312,146500
11428,8,5,2006,2006,248.0,0,1626,1634,1634,2,7,3,866,250000
9291,6,5,1993,1993,120.0,426,832,832,1710,2,7,2,506,187000
6820,8,5,1985,1985,0.0,368,1488,1502,1502,1,4,2,528,212000
11952,7,6,1977,1977,0.0,0,808,1161,1969,2,8,2,534,190000
3675,6,5,2005,2005,80.0,459,547,1072,1072,1,5,2,525,148000
14977,8,5,2006,2007,304.0,1350,1976,1976,1976,2,7,3,908,440000
5330,8,5,2000,2000,0.0,1196,1494,1652,1652,2,6,2,499,251000
8480,5,6,1963,1963,0.0,630,970,970,970,1,5,2,624,132500
13125,6,5,1997,1998,215.0,994,1478,1493,1493,2,7,2,508,208900
13693,9,5,2006,2006,772.0,0,2153,2069,2643,2,9,3,694,380000
10637,8,5,2007,2008,336.0,1288,1705,1718,1718,2,7,3,826,297000
5925,4,7,1937,2000,435.0,168,907,1131,1131,1,7,2,672,89471
16033,9,5,2004,2005,378.0,1261,1833,1850,1850,2,8,3,772,326000
11846,9,5,2003,2004,562.0,1567,1792,1792,1792,2,6,3,874,374000
2500,7,8,1915,2005,0.0,299,910,916,1826,1,7,1,164,155000
4500,6,5,1998,1998,116.0,897,1216,1216,1216,2,5,2,402,164000
7758,5,7,1962,2001,0.0,588,999,999,999,1,6,1,264,132500
9600,5,7,1950,2007,0.0,607,1113,1113,1113,1,5,1,264,147000
10289,5,7,1965,1965,168.0,836,1073,1073,1073,1,6,2,515,156000
12243,5,6,1971,1971,0.0,998,1484,1484,1484,2,7,2,487,175000
10800,5,4,1900,1970,0.0,664,954,1766,2414,2,10,2,520,160000
1526,4,8,1970,2002,0.0,515,630,630,630,1,3,1,286,86000
2665,5,6,1976,1976,0.0,0,264,616,1304,1,4,1,336,115000
9490,6,7,1941,1950,0.0,403,806,958,1578,1,5,1,240,133000
15578,6,5,2006,2006,0.0,0,728,728,1456,2,8,2,429,172785
7931,5,6,1960,1960,0.0,374,1269,1269,1269,1,6,1,308,155000
5784,5,8,1938,1996,0.0,0,190,886,886,1,4,1,273,91300
7879,4,5,1920,1950,0.0,495,720,720,720,1,4,0,0,34900
12692,8,5,1992,1993,0.0,1231,3200,3228,3228,3,10,2,546,430000
9120,7,6,1925,1950,0.0,329,1026,1133,1820,2,8,1,240,184000
7800,5,7,1967,2004,89.0,450,864,899,899,1,5,1,288,130000
7535,5,7,1958,1985,0.0,111,912,912,912,1,5,1,297,120000
1890,6,5,1973,1973,285.0,356,672,672,1218,1,7,1,264,113000
9803,7,5,2005,2005,0.0,400,866,866,1768,2,7,2,603,226700
9170,5,7,1965,1965,0.0,698,1214,1214,1214,1,6,2,461,140000
15602,7,8,1959,1997,0.0,1247,1501,1801,1801,2,6,2,484,289000
2308,6,5,1974,1974,0.0,257,855,855,1322,2,6,2,440,147000
7596,5,5,1952,1952,360.0,0,960,960,1960,2,10,2,400,124500
9554,8,5,1993,1994,125.0,380,777,1065,1911,2,8,2,471,215000
7862,6,5,2009,2009,0.0,27,1218,1218,1218,2,4,2,676,208300
9600,7,9,1928,2005,0.0,141,689,689,1378,2,7,2,360,161000
9600,5,6,1959,1959,132.0,991,1041,1041,1041,1,6,1,270,124500
14559,5,7,1951,2000,70.0,650,1008,1363,1363,1,6,1,288,164900
6792,7,5,2005,2006,94.0,0,1368,1368,1368,2,6,2,474,202665
9100,5,5,1958,1958,0.0,521,864,864,864,1,5,2,624,129900
9187,6,5,1983,1983,0.0,336,1084,1080,1080,1,5,2,484,134000
10594,5,5,1926,1950,0.0,0,768,789,789,1,5,1,200,96500
12220,10,5,2009,2009,305.0,1436,2006,2020,2020,2,9,3,900,402861
10448,6,6,1972,1972,333.0,0,689,1378,2119,2,7,2,583,158000
10208,7,5,1996,1997,921.0,0,1264,1277,2344,2,7,3,889,265000
9531,6,5,1998,1998,0.0,706,794,882,1796,2,7,2,546,211000
10918,7,9,1926,2004,0.0,0,1276,1276,2080,1,9,1,282,234000
10800,4,7,1900,2000,0.0,0,0,694,1294,2,7,0,0,106250
11988,6,6,1957,1957,0.0,777,1244,1244,1244,1,6,1,336,150000
5000,6,7,1947,1950,0.0,399,1004,1004,1664,2,7,2,420,159000
40094,10,5,2007,2008,762.0,2260,3138,3138,4676,3,11,3,884,184750
11787,7,5,1996,1997,594.0,719,1379,1383,2398,2,8,3,834,315750
7500,7,5,2005,2005,0.0,0,1257,1266,1266,2,6,2,453,176000
13300,5,7,1956,2000,0.0,377,928,928,928,1,4,1,252,132000
14948,9,5,2008,2008,268.0,1330,1452,1476,2713,2,11,3,858,446261
9098,4,7,1920,2002,0.0,348,528,605,605,1,5,0,0,86000
10200,6,5,1988,1989,219.0,783,1461,1509,1509,2,5,2,600,175000
6155,6,8,1920,1999,0.0,0,611,751,1362,2,6,2,502,128000
7200,5,7,1955,2007,0.0,0,0,827,827,1,5,1,392,107500
5000,1,3,1946,1950,0.0,0,0,334,334,1,2,0,0,39300
9056,8,5,2004,2004,0.0,0,707,707,1414,2,6,2,403,178000
7000,5,7,1910,1991,0.0,969,1117,820,1347,1,5,0,0,107500
8924,7,5,1998,1999,0.0,0,880,880,1724,2,8,2,527,188000
12735,4,5,1972,1972,0.0,600,864,864,864,1,5,2,576,111250
11553,5,5,1968,1968,188.0,673,1051,1159,1159,1,7,1,336,158000
11423,8,5,2001,2002,479.0,1358,1581,1601,1601,2,6,2,670,272000
14601,9,5,2006,2006,584.0,1260,1838,1838,1838,2,8,3,765,315000
11000,8,5,2000,2000,72.0,0,969,997,2285,2,8,3,648,248000
10140,7,5,1998,1999,0.0,144,1650,1680,1680,2,7,2,583,213250
4058,7,5,1998,1998,182.0,584,723,767,767,1,4,1,367,133000
17104,7,5,2006,2006,0.0,554,654,664,1496,2,7,2,426,179665
13837,7,5,1988,1988,178.0,1002,1204,1377,2183,2,9,3,786,229000
8737,6,7,1923,1950,0.0,300,1065,915,1635,1,6,2,440,210000
7244,5,7,1970,1970,0.0,619,768,768,768,1,5,2,624,129500
8235,5,7,1955,1995,0.0,180,825,825,825,1,4,2,720,125000
9375,7,5,2003,2004,0.0,0,912,912,2094,2,8,2,615,263000
4043,6,6,1977,1977,0.0,559,1069,1069,1069,2,4,2,440,140000
6000,5,6,1957,1957,0.0,308,928,928,928,1,5,1,288,112500
11146,8,5,2006,2006,250.0,0,1709,1717,1717,2,7,3,908,255500
8777,4,5,1949,2003,0.0,0,0,1126,1126,2,5,2,520,108000
10625,7,5,2003,2004,292.0,866,998,1006,2046,2,8,3,871,284000
6380,5,6,1922,1950,0.0,0,993,1048,1048,1,5,1,280,113000
14850,5,5,1957,1957,0.0,895,1092,1092,1092,1,6,1,299,141000
11040,4,6,1920,1950,0.0,637,637,897,1336,1,7,1,570,108000
21872,7,5,1996,1997,0.0,604,729,729,1446,2,6,2,406,175000
3196,7,5,2003,2004,18.0,0,1374,1557,1557,2,7,2,420,234000
11341,5,6,1957,1996,180.0,1302,1392,1392,1392,1,5,2,528,121500
10010,5,5,1974,1975,0.0,1071,1389,1389,1389,1,6,2,418,170000
13907,5,6,1940,1969,0.0,290,996,996,996,1,6,0,0,108000
21780,6,7,1918,1950,0.0,0,1163,1163,1674,2,8,2,396,185000
13346,7,5,1992,2000,0.0,728,1095,1166,2295,2,9,2,590,268000
6858,6,4,1915,1950,0.0,0,806,841,1647,1,6,1,216,128000
11198,9,5,2005,2007,245.0,0,1122,1134,2504,2,11,3,656,325000
10171,7,5,2004,2004,168.0,2,1517,1535,1535,2,7,2,532,214000
12327,8,8,1983,2009,0.0,1441,1496,1496,2132,1,5,2,612,316600
7032,5,5,1979,1979,0.0,943,943,943,943,1,4,2,600,135960
13101,5,5,1965,1965,108.0,231,1728,1728,1728,2,10,2,576,142600
7332,6,6,1959,1959,207.0,414,864,864,864,1,4,1,288,120000
13159,7,5,2009,2009,0.0,0,846,846,1692,2,6,2,650,224500
9967,7,5,2000,2000,0.0,0,384,774,1430,2,8,2,400,170000
10500,5,7,1971,2005,82.0,349,372,576,1109,1,5,1,288,139000
8480,5,5,1947,1950,0.0,442,832,832,1216,1,6,1,336,118500
6292,7,7,1928,1950,0.0,0,861,877,1477,2,6,1,216,145000
11777,5,6,1966,1966,97.0,328,1164,1320,1320,1,6,2,564,164500
3604,7,5,2007,2007,0.0,0,689,703,1392,2,5,2,540,146000
12150,5,5,1954,1954,335.0,0,1050,1050,1795,2,7,1,352,131500
14585,6,6,1960,1987,85.0,594,1144,1429,1429,1,7,2,572,181900
12704,8,5,2008,2009,306.0,0,2042,2042,2042,2,8,3,1390,253293
11841,6,5,1990,1990,104.0,816,816,816,816,1,5,0,0,118500
13500,10,9,1893,2000,0.0,0,1237,1521,2775,3,9,2,880,325000
6120,4,7,1935,1995,0.0,0,884,989,1573,1,6,1,240,133000
11443,8,5,2005,2006,208.0,1460,1868,2028,2028,2,7,3,880,369900
10267,6,7,1918,2000,0.0,210,816,838,838,1,5,1,275,130000
8740,5,6,1982,1982,0.0,672,840,860,860,1,4,2,528,137000
25095,5,8,1968,2003,0.0,1324,1437,1473,1473,1,5,1,452,143000
9100,5,6,1930,1960,0.0,0,742,779,935,1,4,1,308,79500
8320,7,5,2004,2004,0.0,490,770,770,1582,2,6,2,520,185900
13478,10,5,2008,2008,420.0,1338,1722,1728,2296,2,10,3,842,451950
6600,5,8,1982,2003,0.0,816,816,816,816,1,4,2,816,138000
4435,6,5,2003,2003,170.0,685,848,848,848,1,4,2,420,140000
7990,5,6,1975,1975,0.0,0,924,924,924,1,5,1,280,110000
11302,8,5,2005,2006,238.0,1422,1814,1826,1826,2,7,3,758,319000
3600,6,7,1910,1993,0.0,0,684,684,1368,1,7,1,216,114504
3922,7,5,2006,2007,72.0,0,1258,1402,1402,0,7,3,648,194201
12984,5,6,1977,1977,459.0,1283,1430,1647,1647,2,7,2,621,217500
1950,6,6,1980,1980,0.0,81,716,716,1556,2,6,2,452,151000
10927,8,5,2005,2005,280.0,546,1058,1058,1904,2,8,2,736,275000
9000,6,6,1937,1950,0.0,0,780,780,1375,1,6,1,544,141000
10041,8,5,1992,1992,0.0,789,908,927,1915,2,8,2,506,220000
3182,7,5,2004,2005,0.0,0,600,600,1200,2,4,2,480,151000
12803,7,5,2002,2002,99.0,922,1494,1494,1494,2,6,2,530,221000
13600,7,6,1965,1990,176.0,454,768,1186,1986,2,7,2,486,205000
12464,5,5,1996,1996,0.0,732,1040,1040,1040,1,6,2,576,152000
7800,5,8,1948,2002,0.0,603,896,1112,2008,3,8,1,230,225000
12168,8,6,1934,1998,0.0,428,965,1940,3194,2,10,2,380,359100
7943,4,5,1961,1961,192.0,903,1029,1029,1029,1,5,1,261,118500
11050,9,5,2000,2000,204.0,904,1440,1476,2153,2,8,3,736,313000
10395,6,6,1978,1978,233.0,605,1032,1032,1032,2,6,2,564,148000
11885,8,5,2001,2001,108.0,990,1299,1299,1872,2,7,2,531,261500
8402,5,5,2007,2007,0.0,206,1120,1120,1120,1,6,0,0,147000
1491,4,6,1972,1972,0.0,150,630,630,630,1,3,0,0,75500
8800,6,7,1963,1963,156.0,763,936,1054,1054,1,6,2,480,137500
7861,6,5,2002,2003,0.0,457,783,807,1509,2,7,2,393,183200
7227,6,6,1954,1954,0.0,0,832,832,832,1,4,2,528,105500
11694,9,5,2007,2007,452.0,48,1822,1828,1828,2,9,3,774,314813
12244,8,5,2003,2003,226.0,871,1482,1482,2262,2,10,3,749,305000
8248,3,3,1914,1950,0.0,41,864,864,864,1,5,0,0,67000
10800,6,7,1974,1997,0.0,956,1522,1548,2614,2,9,2,624,240000
7064,5,6,1977,1977,153.0,560,980,980,980,1,6,2,484,135000
2117,6,5,2000,2000,513.0,420,756,756,1512,2,4,2,440,168500
10400,6,5,1972,1972,288.0,247,732,1012,1790,1,8,2,484,165150
10000,6,6,1962,1962,261.0,0,1116,1116,1116,1,5,2,440,160000
12342,5,5,1960,1978,0.0,0,978,1422,1422,1,6,1,286,139900
9600,6,6,1955,1972,164.0,674,1156,1520,1520,1,7,1,364,153000
11606,5,5,1969,1969,192.0,650,1040,1040,2080,1,9,2,504,135000
9020,6,5,1964,1964,259.0,624,1248,1350,1350,1,6,2,520,168500
9000,5,6,1880,1991,0.0,0,636,1089,1750,1,8,1,240,124000
4590,8,5,2006,2006,108.0,24,1554,1554,1554,2,6,2,627,209500
11900,7,5,1977,1977,209.0,822,1386,1411,1411,2,6,2,544,82500
9250,5,7,1954,2005,0.0,480,1056,1056,1056,1,6,1,260,139400
6979,6,5,1980,1980,0.0,1056,1056,1056,1056,0,4,2,576,144000
10896,6,7,1914,1995,0.0,256,1440,1440,3395,2,14,0,0,200000
6120,2,3,1936,1950,0.0,0,264,800,800,1,4,0,0,60000
6000,5,4,1954,1954,0.0,0,811,811,1387,2,7,1,256,93000
8777,5,7,1910,1950,0.0,0,796,796,796,1,4,0,0,85000
3982,8,5,2006,2006,0.0,1154,1520,1567,1567,2,7,3,648,264561
12677,8,5,2003,2004,472.0,1218,1518,1518,1518,1,6,2,588,274000
7050,7,5,2001,2001,0.0,738,1057,1057,1929,2,7,2,650,226000
13860,8,7,1972,1995,0.0,1410,1952,2000,2704,2,9,2,538,345000
10793,5,5,1969,1969,263.0,493,780,780,1620,2,7,2,462,152000
9187,9,5,2009,2009,162.0,1121,1766,1766,1766,2,7,3,478,370878
10530,6,5,1971,1971,0.0,282,981,981,981,1,5,2,576,143250
7200,5,5,1950,1950,0.0,0,0,1048,1048,1,7,2,420,98300
10452,6,5,1953,1953,216.0,500,1094,1094,1094,1,5,2,495,155000
7700,6,5,1966,1966,351.0,0,756,1051,1839,1,7,2,442,155000
1936,4,6,1970,1970,0.0,131,630,630,630,1,3,0,0,84500
9084,4,5,1940,1950,0.0,0,755,755,1510,1,7,1,296,108000
8750,7,5,1996,1996,0.0,0,880,909,1716,2,7,2,512,191000
10320,6,7,1906,1995,0.0,0,756,756,1469,1,7,1,216,135000
10437,8,6,1995,1995,660.0,1696,2109,2113,2113,2,7,3,839,350000
1680,6,5,1971,1971,381.0,0,525,525,1092,1,6,1,264,88000
10007,5,7,1959,2006,54.0,806,1053,1053,1053,1,5,1,312,145500
7200,7,6,1931,2000,0.0,0,776,851,1502,1,6,1,270,149000
17503,6,5,1948,1950,0.0,0,912,912,1458,1,6,1,330,97500
9937,5,7,1964,1999,0.0,637,1486,1486,1486,1,7,2,480,167000
12384,7,7,1976,1976,233.0,0,793,1142,1935,2,7,2,550,197900
46589,8,7,1994,2005,528.0,1361,1629,1686,2448,2,8,3,711,402000
13560,6,3,1968,1968,216.0,0,1392,1392,1392,1,5,2,576,110000
10012,4,5,1972,1972,0.0,920,1138,1181,1181,2,6,2,588,137500
20896,8,5,2005,2006,0.0,1721,2077,2097,2097,1,8,3,1134,423000
11194,8,5,2000,2000,40.0,0,1406,1454,1936,2,7,2,504,230500
18450,6,5,1965,1979,113.0,187,1021,1465,2380,2,7,2,596,129000
8125,6,5,1994,1998,258.0,1138,1408,1679,1679,2,7,2,575,193500
14175,5,6,1956,1987,0.0,988,1188,1437,1437,1,6,2,576,168000
11600,4,5,1922,1950,0.0,0,700,1180,1180,1,5,1,252,137500
8633,6,5,2005,2005,0.0,193,738,738,1476,2,7,2,540,173500
6629,6,6,1925,1950,0.0,551,672,697,1369,2,6,1,300,103600
11250,6,6,1977,1977,0.0,767,1208,1208,1208,1,6,2,546,165000
14442,6,7,1957,2004,106.0,1186,1477,1839,1839,2,7,2,416,257500
9200,6,6,1965,1965,0.0,892,1136,1136,1136,1,5,1,384,140000
2289,6,6,1978,1978,0.0,311,855,855,1441,2,7,2,440,148500
9600,4,2,1900,1950,0.0,0,1095,1095,1774,2,8,3,779,87000
9022,5,8,1924,2006,0.0,0,768,792,792,1,5,1,240,109500
11844,8,5,2008,2008,464.0,0,2046,2046,2046,2,7,3,834,372500
9945,5,5,1961,1961,57.0,827,988,988,988,1,5,2,572,128500
8012,6,5,1980,1980,0.0,543,923,923,923,2,5,1,264,143000
4500,5,5,1932,2000,0.0,182,793,848,1520,1,6,1,281,159434
2887,6,5,1996,1997,0.0,1003,1291,1291,1291,1,6,2,431,173000
11248,9,5,2002,2002,215.0,1059,1626,1668,1668,2,7,3,702,285000
16770,7,5,1998,1998,30.0,0,1195,1195,1839,2,7,2,486,221000
5062,7,5,1984,1984,0.0,828,1190,1190,2090,2,6,2,577,207500
10207,7,6,2007,2007,0.0,0,874,874,1761,3,7,2,578,227875
5105,7,5,2004,2004,0.0,239,551,551,1102,2,4,2,480,148800
8089,8,6,2007,2007,0.0,945,1419,1419,1419,2,7,2,567,392000
7577,6,5,2005,2006,256.0,20,1362,1362,1362,2,6,2,460,194700
4426,6,5,2004,2004,147.0,697,848,848,848,1,3,2,420,141000
21535,10,6,1994,1995,1170.0,1455,2444,2444,4316,3,10,3,832,755000
26178,7,5,1989,1990,293.0,965,1210,1238,2519,2,9,2,628,335000
5400,5,6,1921,1968,0.0,0,1073,1073,1073,1,4,1,326,108480
6120,5,6,1936,1950,0.0,0,927,1067,1539,1,5,2,576,141500
13811,6,6,1987,1987,72.0,980,1112,1137,1137,2,5,2,551,176000
6000,5,7,1921,1950,0.0,616,616,616,616,1,4,1,205,89000
6420,5,7,1952,1952,0.0,210,980,1148,1148,1,6,1,308,123500
8450,5,8,1965,2009,0.0,553,894,894,894,1,5,1,336,138500
4282,7,5,2004,2004,0.0,16,1391,1391,1391,2,5,2,530,196000
14331,8,5,2002,2002,630.0,1274,1800,1800,1800,2,7,3,765,312500
9600,7,5,1969,1969,168.0,0,1164,1164,1164,1,6,2,528,140000
12438,8,5,2006,2006,466.0,0,1234,1264,2576,2,10,3,666,361919
7630,5,9,1900,1996,0.0,0,360,1032,1812,2,8,2,672,140000
8400,7,5,2004,2005,109.0,712,1473,1484,1484,2,7,2,606,213000
5600,4,5,1930,1950,0.0,0,0,372,1092,2,7,0,0,55000
115149,7,5,1971,2002,351.0,1219,1643,1824,1824,2,5,2,739,302000
6240,8,5,2006,2006,176.0,863,1324,1324,1324,2,6,2,550,254000
9018,7,5,2007,2007,0.0,0,728,728,1456,2,8,2,400,179540
7162,5,7,1966,1966,41.0,0,876,904,904,1,6,1,408,109900
4130,3,6,1935,2003,0.0,0,270,729,729,1,5,0,0,52000
8712,4,7,1900,1950,0.0,0,859,859,1178,1,7,1,384,102776
4671,8,5,1988,1989,0.0,767,1228,1228,1228,2,5,2,472,189000
9873,4,5,1970,1970,160.0,789,960,960,960,1,6,2,576,129000
13517,6,8,1976,2005,289.0,533,725,725,1479,2,6,2,475,130500
10140,6,5,1974,1974,174.0,0,1064,1350,1350,2,7,2,478,165000
10800,7,8,1890,1998,0.0,0,718,1576,2554,1,8,2,704,159500
10000,5,6,1973,2000,0.0,1084,1176,1178,1178,1,5,2,439,157000
10542,7,5,1993,1994,651.0,1173,1311,1325,2418,2,9,3,983,341000
9920,5,6,1969,1969,0.0,523,971,971,971,1,5,1,300,128500
6563,8,5,1985,1985,0.0,1148,1742,1742,1742,2,5,2,564,275000
4426,6,5,2004,2004,169.0,662,848,848,848,1,3,2,420,143000
8120,4,7,1970,1970,0.0,191,864,864,864,1,5,2,463,124500
8172,4,6,1954,1972,0.0,0,941,997,1470,2,7,1,548,135000
13286,9,5,2007,2008,340.0,1234,1698,1698,1698,2,8,3,768,320000
6960,4,6,1970,1970,0.0,375,864,864,864,1,5,2,660,120500
21695,6,9,1988,2007,260.0,808,880,1680,1680,2,5,2,540,222000
7314,7,5,2007,2007,82.0,724,1232,1232,1232,2,6,2,632,194500
11475,5,5,1958,1958,95.0,0,1584,1776,1776,2,9,3,888,110000
